id,filepath,filepath_google,filepath_sqc,MFC_id,elapsed_months,position,position_sub,read_length
MFC1_18m_chamber3_2_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_18m_chamber3_2_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months19_MFC1_chamber3_GO_69_S5_L002_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_69_S5_L002_R1_001.fastq.gz,1,18,chamber,chamber3,251
MFC1_18m_chamber3_2_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_18m_chamber3_2_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months20_MFC1_chamber3_GO_69_S5_L002_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_69_S5_L002_R2_001.fastq.gz,1,18,chamber,chamber3,251
MFC1_18m_chamber4_1_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_18m_chamber4_1_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months21_MFC1_chamber4_GO_70_S6_L001_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_70_S6_L001_R1_001.fastq.gz,1,18,chamber,chamber4,251
MFC1_18m_chamber4_1_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_18m_chamber4_1_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months22_MFC1_chamber4_GO_70_S6_L001_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_70_S6_L001_R2_001.fastq.gz,1,18,chamber,chamber4,251
MFC1_18m_chamber4_2_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_18m_chamber4_2_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months23_MFC1_chamber4_GO_70_S6_L002_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_70_S6_L002_R1_001.fastq.gz,1,18,chamber,chamber4,251
MFC1_18m_chamber4_2_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_18m_chamber4_2_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months24_MFC1_chamber4_GO_70_S6_L002_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_70_S6_L002_R2_001.fastq.gz,1,18,chamber,chamber4,251
MFC2_18m_anode_1_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_anode_1_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months25_MFC2_anode_GO_74A_S10_L001_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_74A_S10_L001_R1_001.fastq.gz,2,18,anode,,251
MFC2_18m_anode_1_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_anode_1_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months26_MFC2_anode_GO_74A_S10_L001_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_74A_S10_L001_R2_001.fastq.gz,2,18,anode,,251
MFC2_18m_anode_2_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_anode_2_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months27_MFC2_anode_GO_74A_S10_L002_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_74A_S10_L002_R1_001.fastq.gz,2,18,anode,,251
MFC2_18m_anode_2_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_anode_2_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months28_MFC2_anode_GO_74A_S10_L002_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_74A_S10_L002_R2_001.fastq.gz,2,18,anode,,251
MFC2_18m_chamber1_1_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber1_1_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months29_MFC2_chamber1_GO_71_S7_L001_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_71_S7_L001_R1_001.fastq.gz,2,18,chamber,chamber1,251
MFC2_18m_chamber1_1_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber1_1_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months30_MFC2_chamber1_GO_71_S7_L001_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_71_S7_L001_R2_001.fastq.gz,2,18,chamber,chamber1,251
MFC2_18m_chamber1_2_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber1_2_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months31_MFC2_chamber1_GO_71_S7_L002_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_71_S7_L002_R1_001.fastq.gz,2,18,chamber,chamber1,251
MFC2_18m_chamber1_2_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber1_2_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months32_MFC2_chamber1_GO_71_S7_L002_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_71_S7_L002_R2_001.fastq.gz,2,18,chamber,chamber1,251
MFC2_18m_chamber2_1_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber2_1_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months33_MFC2_chamber2_GO_72_S8_L001_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_72_S8_L001_R1_001.fastq.gz,2,18,chamber,chamber2,251
MFC2_18m_chamber2_1_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber2_1_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months34_MFC2_chamber2_GO_72_S8_L001_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_72_S8_L001_R2_001.fastq.gz,2,18,chamber,chamber2,251
MFC2_18m_chamber2_2_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber2_2_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months35_MFC2_chamber2_GO_72_S8_L002_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_72_S8_L002_R1_001.fastq.gz,2,18,chamber,chamber2,251
MFC2_18m_chamber2_2_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber2_2_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months36_MFC2_chamber2_GO_72_S8_L002_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_72_S8_L002_R2_001.fastq.gz,2,18,chamber,chamber2,251
MFC2_18m_chamber2A_1_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber2A_1_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months37_MFC2_chamber2A_GO_73_S9_L001_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_73_S9_L001_R1_001.fastq.gz,2,18,chamber,chamber2A,251
MFC2_18m_chamber2A_1_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber2A_1_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months38_MFC2_chamber2A_GO_73_S9_L001_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_73_S9_L001_R2_001.fastq.gz,2,18,chamber,chamber2A,251
MFC2_18m_chamber2A_2_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber2A_2_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months39_MFC2_chamber2A_GO_73_S9_L002_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_73_S9_L002_R1_001.fastq.gz,2,18,chamber,chamber2A,251
MFC2_18m_chamber2A_2_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber2A_2_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months40_MFC2_chamber2A_GO_73_S9_L002_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_73_S9_L002_R2_001.fastq.gz,2,18,chamber,chamber2A,251
MFC2_18m_chamber3_1_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber3_1_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months41_MFC2_chamber3_GO_75_S11_L001_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_75_S11_L001_R1_001.fastq.gz,2,18,chamber,chamber3,251
MFC2_18m_chamber3_1_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber3_1_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months42_MFC2_chamber3_GO_75_S11_L001_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_75_S11_L001_R2_001.fastq.gz,2,18,chamber,chamber3,251
MFC2_18m_chamber3_2_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber3_2_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months43_MFC2_chamber3_GO_75_S11_L002_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_75_S11_L002_R1_001.fastq.gz,2,18,chamber,chamber3,251
MFC2_18m_chamber3_2_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber3_2_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months44_MFC2_chamber3_GO_75_S11_L002_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_75_S11_L002_R2_001.fastq.gz,2,18,chamber,chamber3,251
MFC2_18m_chamber4_1_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber4_1_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months45_MFC2_chamber4_GO_76_S12_L001_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_76_S12_L001_R1_001.fastq.gz,2,18,chamber,chamber4,251
MFC2_18m_chamber4_1_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber4_1_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months46_MFC2_chamber4_GO_76_S12_L001_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_76_S12_L001_R2_001.fastq.gz,2,18,chamber,chamber4,251
MFC2_18m_chamber4_2_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber4_2_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months47_MFC2_chamber4_GO_76_S12_L002_R1_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_76_S12_L002_R1_001.fastq.gz,2,18,chamber,chamber4,251
MFC2_18m_chamber4_2_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_18m_chamber4_2_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/18months48_MFC2_chamber4_GO_76_S12_L002_R2_001_0066.fastq.gz,/work/sqc_data/GoryaninU/151009_D00619_0066_AH00GWBCXX/Data/Intensities/BaseCalls/Mizuho_DNA/GO_76_S12_L002_R2_001.fastq.gz,2,18,chamber,chamber4,251
MFC1_36m_anode1_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_36m_anode1_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_01_MFC1_Anode_1_3_S18_R1_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC1_Anode_1_3_S18_R1_001.fastq.gz,1,36,anode,anode1,251
MFC1_36m_anode1_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_36m_anode1_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_02_MFC1_Anode_1_3_S18_R2_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC1_Anode_1_3_S18_R2_001.fastq.gz,1,36,anode,anode1,251
MFC1_36m_anode3_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_36m_anode3_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_03_MFC1_Anode_3_1_S19_R1_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC1_Anode_3_1_S19_R1_001.fastq.gz,1,36,anode,anode3,251
MFC1_36m_anode3_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_36m_anode3_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_04_MFC1_Anode_3_1_S19_R2_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC1_Anode_3_1_S19_R2_001.fastq.gz,1,36,anode,anode3,251
MFC1_36m_anode5_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_36m_anode5_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_05_MFC1_Anode_5_2_S20_R1_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC1_Anode_5_2_S20_R1_001.fastq.gz,1,36,anode,anode5,251
MFC1_36m_anode5_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_36m_anode5_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_06_MFC1_Anode_5_2_S20_R2_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC1_Anode_5_2_S20_R2_001.fastq.gz,1,36,anode,anode5,251
MFC1_36m_anode7_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_36m_anode7_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_07_MFC1_Anode_7_2_S21_R1_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC1_Anode_7_2_S21_R1_001.fastq.gz,1,36,anode,anode7,251
MFC1_36m_anode7_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_36m_anode7_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_08_MFC1_Anode_7_2_S21_R2_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC1_Anode_7_2_S21_R2_001.fastq.gz,1,36,anode,anode7,251
MFC1_36m_anode8_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_36m_anode8_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_09_MFC1_Anode_8_1_S22_R1_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC1_Anode_8_1_S22_R1_001.fastq.gz,1,36,anode,anode8,251
MFC1_36m_anode8_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_36m_anode8_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_10_MFC1_Anode_8_1_S22_R2_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC1_Anode_8_1_S22_R2_001.fastq.gz,1,36,anode,anode8,251
MFC1_36m_channel5_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_36m_channel5_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_11_MFC1_Channel_5_S23_R1_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC1_Channel_5_S23_R1_001.fastq.gz,1,36,channel,channel5,251
MFC1_36m_channel5_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC1_36m_channel5_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_12_MFC1_Channel_5_S23_R2_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC1_Channel_5_S23_R2_001.fastq.gz,1,36,channel,channel5,251
MFC2_36m_anode2_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_anode2_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_13_MFC2_Anode_2_2_S24_R1_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Anode_2_2_S24_R1_001.fastq.gz,2,36,anode,anode2,251
MFC2_36m_anode2_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_anode2_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_14_MFC2_Anode_2_2_S24_R2_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Anode_2_2_S24_R2_001.fastq.gz,2,36,anode,anode2,251
MFC2_36m_anode3_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_anode3_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_15_MFC2_Anode_3_1_S25_R1_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Anode_3_1_S25_R1_001.fastq.gz,2,36,anode,anode3,251
MFC2_36m_anode3_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_anode3_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_16_MFC2_Anode_3_1_S25_R2_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Anode_3_1_S25_R2_001.fastq.gz,2,36,anode,anode3,251
MFC2_36m_anode5_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_anode5_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_17_MFC2_Anode_5_1_S26_R1_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Anode_5_1_S26_R1_001.fastq.gz,2,36,anode,anode5,251
MFC2_36m_anode5_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_anode5_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_18_MFC2_Anode_5_1_S26_R2_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Anode_5_1_S26_R2_001.fastq.gz,2,36,anode,anode5,251
MFC2_36m_anode6_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_anode6_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_19_MFC2_Anode_6_2_S27_R1_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Anode_6_2_S27_R1_001.fastq.gz,2,36,anode,anode6,251
MFC2_36m_anode6_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_anode6_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_20_MFC2_Anode_6_2_S27_R2_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Anode_6_2_S27_R2_001.fastq.gz,2,36,anode,anode6,251
MFC2_36m_anode7_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_anode7_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_21_MFC2_Anode_7_1_S28_R1_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Anode_7_1_S28_R1_001.fastq.gz,2,36,anode,anode7,251
MFC2_36m_anode7_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_anode7_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_22_MFC2_Anode_7_1_S28_R2_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Anode_7_1_S28_R2_001.fastq.gz,2,36,anode,anode7,251
MFC2_36m_anode8_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_anode8_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_23_MFC2_Anode_8_1_S29_R1_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Anode_8_1_S29_R1_001.fastq.gz,2,36,anode,anode8,251
MFC2_36m_anode8_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_anode8_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_24_MFC2_Anode_8_1_S29_R2_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Anode_8_1_S29_R2_001.fastq.gz,2,36,anode,anode8,251
MFC2_36m_channel8_R1,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_channel8_R1.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_25_MFC2_Channel_8_S30_R1_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Channel_8_S30_R1_001.fastq.gz,2,36,channel,channel8,251
MFC2_36m_channel8_R2,/work/GoryaninU/mitsuki/mizuho/dna/row/MFC2_36m_channel8_R2.fastq.gz,/work/GoryaninU/mitsuki/mizuho/dna/row/3years_26_MFC2_Channel_8_S30_R2_001_AHMGH5BCXY.fastq.gz,/work/sqc_data/GoryaninU/170530_SN1077_0371_AHMGH5BCXY/Data/Intensities/BaseCalls/67-GoryaninU-DNA/G_MFC2_Channel_8_S30_R2_001.fastq.gz,2,36,channel,channel8,251
